Average Estimates for Betas: 
0.05555578 0.05842421 0.06364352 0.05910046 0.06221628
0.05607541 0.06382789 0.05829257 0.05641181 0.05891162
0.05627325 0.06272236 0.05919828 0.05382215 0.06229972
Q-value positive rate for exposures: 
0.09302326 0.2093023 0.3488372 0.627907 0
0.04651163 0.02325581 0 0.02325581 0.02325581
0.02325581 0.02325581 0.06976744 0 0.04651163
0 0.04651163 0 0.1162791 0.04651163
0 0.02325581 0.02325581 0.02325581 0.02325581
0.02325581 0.02325581 0.04651163 0.04651163 0.02325581
0.02325581 0.04651163 0.02325581 0.02325581 0
0.06976744 0 0.02325581 0.04651163 0.04651163
0.02325581 0 0 0 0.02325581
0.04651163 0.02325581 0.06976744 0 0
0.1162791 0.04651163 0.02325581 0.04651163 0.06976744
0.02325581 0.09302326 0.02325581 0.02325581 0.06976744
0.02325581 0.02325581 0.02325581 0 0.02325581
0 0.04651163 0.06976744 0 0.04651163
0 0.02325581 0.04651163 0.04651163 0
0 0 0.02325581 0.06976744 0.02325581
0.04651163 0.02325581 0 0 0.04651163
0.09302326 0.06976744 0 0.06976744 0.04651163
0.02325581 0.04651163 0.02325581 0.06976744 0
0.02325581 0 0.04651163 0.02325581 0
Precision/Recall/F1 based on p-values:
0.1363636 0.5232558 0.2163462
Precision/Recall/F1 based on Q-values:
0.3055556 0.3197674 0.3125
Power at FPR threshold of 0.05: 
0.1395349 0.2093023 0.4651163 0.7209302
