Exposure	Outcome	famr_none	famr_gfa	susie.ss	mrash.ss	susie.ss_gfa	mrash.ss_gfa	ivw	robust	ivw_gfa	robust_gfa	ivw.univar
Tyrosine	Coronary Artery Disease (CAD)	0.0414448266342279	0.000523072533045399	0.296297763015522	0.262455491303563	0.409145774205391	0.0569146387157048	0.0742337774885188	0.308490882961369	0.0497718800635966	0.00854275749686817	0.219978019315787
Valine	Coronary Artery Disease (CAD)	0.0862444923387312	0.00514749696772032	0.313541060595572	0.274112111127608	0.509766160611271	0.0669622745846713	0.598175046525293	0.740084687561745	0.870025948866427	0.956011363200035	0.84557824685424
Birth Weight (BW)	Type 2 Diabetes	0.490028379922106	1	0.999586750758123	0.999999709123803	0.999920204844805	0.999997734324192	0.999998848033497	0.997505940775497	0.999985535421608	0.999605418434143	0.968902498547531
Body Mass Index	Type 2 Diabetes	0.716954247344659	1	0.815163680607881	0.970959040127684	0.00169998265906668	0.930981295192086	0.990914963905262	0.957164326689703	0.423582142476465	0.219974777149843	0.998832329407888
High Density Lipoprotein (HDL)	Type 2 Diabetes	0.289537741349293	0.188116723601508	0.83585588117231	0.999226653278495	0.965798879899003	0.988895366077065	0.745081661554823	0.682755903681311	0.0585671079945054	0.14795127215594	0.98272811991047
Low Density Lipoprotein (LDL)	Type 2 Diabetes	0.290914553674386	0.958228019490556	0.742379318408493	0.04694146980016	0.167763148965506	0.99936279863263	0.45903715172513	0.136603461548199	0.423582142476465	0.219974777149843	0.756270645972685
Triglycerides	Type 2 Diabetes	0.676852968831118	0.0863691525322177	0.580093501593865	0.0686833461042602	0.00221845748790805	0.0286504623593039	0.45903715172513	0.134111406338681	0.990972816552418	0.898222898735874	0.39407965319781
Height	Type 2 Diabetes	0.241739562251258	0.130455719674384	0.701021452083937	0.838769017742668	0.00281485180166574	0.424181117175876	0.99657196495592	0.997135613612112	0.590169790806039	0.74656937859345	0.0911412739802747
Body Fat	Type 2 Diabetes	0.213217800613527	0.130369233511002	0.567071264422219	0.107173178011788	0.000547449497896757	0.0318537955519289	0.0682795094643975	0.12552811424359	0.220017089172561	0.0733937212841379	0.858714180030879
Fasting Glucose	Type 2 Diabetes	0.999999999723351	1	0.999999952202047	0.999999999948286	0.999998931616281	0.999999999993084	0.999998848033497	0.994733297987779	0.999985535421608	0.94429791244184	0.962728738165457
Systolic Blood Pressure	Type 2 Diabetes	0.99999997016979	1	0.605354087988125	0.0568884908590053	0.00134448799168407	0.0286742856505762	0.45903715172513	0.407801980496808	0.13636492460055	0.219974777149843	0.999994315145433
Diastolic Blood Pressure	Type 2 Diabetes	0.327741808245554	0.999884257378844	0.560913884409821	0.0372170086928097	0.000857564005743994	0.017647141911835	0.0734237013092905	0.12552811424359	0.200127654797715	0.219974777149843	0.997752091990102
Smoking	Type 2 Diabetes	0.445109728321496	0.0012127067450598	0.548425616076649	0.155971046831012	0.0003996114286825	0.059042832400962	0.200647301332976	0.0797564655530097	0.423582142476465	0.219974777149843	0.968902498547531
Alcohol	Type 2 Diabetes	0.139090263554646	0.195581391903039	0.519540412698287	0.137549267353272	0.000321570110173863	0.0518111383707776	0.0482479216397055	0.0797564655530097	0.423582142476465	0.243060783380203	0.103158443569604
Acetate	Type 2 Diabetes	0.152059396322011	0.00467576086199495	0.51615190949544	0.129117667209296	0.000368930965020109	0.0452838394382262	0.0482479216397055	0.136603461548199	0.220017089172561	0.0733937212841379	0.316546293310285
Acetone	Type 2 Diabetes	0.263797738591616	0.0594406726932246	0.66092805009126	0.669429879106451	0.00637815227923133	0.392645133399084	0.589632923513622	0.466855734698484	0.423582142476465	0.219974777149843	0.39407965319781
Alanine	Type 2 Diabetes	0.513047721534139	1	0.521640391839106	0.187048156063682	0.001383923803007	0.0718956480733758	0.45903715172513	0.12552811424359	0.010863744161421	0.131950377113624	0.858714180030879
Albumin	Type 2 Diabetes	0.217208698188087	0.999999995780078	0.72288208616306	0.559730101392068	0.00257622282465431	0.313302517580444	0.589632923513622	0.745994636231293	0.423582142476465	0.598835951084354	0.122170885998416
Apolipoprotein B	Type 2 Diabetes	0.6181548009136	0.0459766697352264	0.786301039113295	0.999954770024921	0.827943212342361	0.0366424443420462	0.974928402526495	0.848984467220518	0.979915566661658	0.85826234366994	0.930856780838658
3-hydroxybutyrate	Type 2 Diabetes	0.270883072363515	0.201387007651374	0.558818332098647	0.282774511889432	0.000490834789956374	0.068266580629484	0.200647301332976	0.12552811424359	0.897101471901104	0.598835951084354	0.027184498660743
Citrate	Type 2 Diabetes	0.18928334653985	0.999999999999568	0.519884941298389	0.114731230430855	0.000353275970029099	0.0379492846137525	0.182305418144637	0.134111406338681	0.139348304502177	0.219974777149843	0.39407965319781
Creatinine	Type 2 Diabetes	0.140640598095502	0.999999965587732	0.512666111060831	0.153206129879147	0.000324250367614409	0.048380123220314	0.45744598039757	0.136603461548199	0.13636492460055	0.0733937212841379	0.122170885998416
Glutamine	Type 2 Diabetes	0.14377452009493	0.00161134165625509	0.576789930664815	0.190111294809339	0.000731046225558418	0.0645623455626088	0.45903715172513	0.049395432317503	0.554587476995626	0.219974777149843	0.103158443569604
Glucose	Type 2 Diabetes	0.288208870298384	0.00242475729232761	0.623246536946153	0.569388827521915	0.00146473469734676	0.361827607542537	0.45903715172513	0.745994636231293	0.220017089172561	0.219974777149843	0.904488310439197
Glycine	Type 2 Diabetes	0.405834994323963	0.059279033555284	0.54038674786446	0.111382966908675	0.000401249067149445	0.0553097787372349	0.227121688540147	0.136603461548199	0.159955028115949	0.219974777149843	0.39407965319781
Glycoprotein acetylation	Type 2 Diabetes	0.207934017384098	0.0019432865389406	0.507837116180845	0.0916193159974086	0.000424894120500396	0.0236203555266818	0.589632923513622	0.745994636231293	0.423582142476465	0.219974777149843	0.0911412739802747
Histidine	Type 2 Diabetes	0.139525860448202	0.00369465517167578	0.507733898628628	0.133215161035024	0.000364481084642931	0.0432748838091206	0.227121688540147	0.136603461548199	0.220017089172561	0.219974777149843	0.756270645972685
Isoleucine	Type 2 Diabetes	0.292908338451872	0.999998785137808	0.515018984973471	0.118643474157993	0.0240614717400423	0.0392372544661754	0.0682795094643975	0.0797564655530097	0.220017089172561	0.219974777149843	0.39407965319781
Lactate	Type 2 Diabetes	0.143122011022891	0.999998846549797	0.53319408310819	0.204797450264156	0.000378496958429508	0.0582776856172337	0.45903715172513	0.451722835424058	0.423582142476465	0.219974777149843	0.206142157663297
Leucine	Type 2 Diabetes	0.299664825636401	0.349418563185674	0.552354806072956	0.147868259196269	0.141852152026269	0.996399058642186	0.200647301332976	0.12552811424359	0.220017089172561	0.219974777149843	0.802948668406296
Phenylalanine	Type 2 Diabetes	0.277875906712007	0.0458419755615304	0.514821316415195	0.137063772528072	0.000395816577794972	0.0415588369544986	0.200647301332976	0.049395432317503	0.423582142476465	0.243060783380203	0.0911412739802747
Polyunsaturated Fatty Acids (PUFA)	Type 2 Diabetes	0.173974950015848	0.00123054863050664	0.688862535383518	0.0757738827201159	0.000663189266631448	0.0196235307725909	0.589632923513622	0.407801980496808	0.877670798242627	0.835804771563469	0.651095888847603
Pyruvate	Type 2 Diabetes	0.137864491164486	0.191839200945431	0.509917676035929	0.10170030407358	0.000334377022236265	0.0305548291903596	0.227121688540147	0.12552811424359	0.220017089172561	0.113695276158133	0.0911412739802747
Tyrosine	Type 2 Diabetes	0.163292844513239	0.00252753933677585	0.577818600157801	0.228607098594322	0.00151907792296813	0.0665697816443304	0.227121688540147	0.12552811424359	0.939165451889946	0.835804771563469	0.316546293310285
Valine	Type 2 Diabetes	0.715870833423173	0.00948111053568457	0.951000863082863	0.999804812704972	0.661358193062622	0.0760089958999909	0.227121688540147	0.136603461548199	0.387519182366119	0.131950377113624	0.786632062940093
